Run_ID,Range_(Nmi),Fuel_Fraction,Wingspan,Spans,Sweeps,Root_Chords,Tip_Chords,Swet,Sref,Taper Ratios,Wing Section Areas,L_D_Cruise,CD0,CDi_Cruise,CDw_Cruise,CD_Total_Cruise,CL_Cruise,Alpha_Cruise,AR,MTOW,Static_Margin,Section3_Stress_Pa,Stress_Ratio,Root_Moment_Sec3,Cost_Per_Hour
292,7000.0,0.3081820434034013,58.60633933774467,[ 4.06056786  6.59942959 15.38033201  3.45748035],[65.         65.         45.         33.39848476],[58.65753569 42.46556388  8.65275431  1.20327836],[42.46556388  8.65275431  1.20327836  0.15950369],1764.9435203328226,904.2697963917599,[0.72395752 0.20375932 0.13906304 0.1325576 ],[205.30860393 168.67587087  75.79452732   2.35589607],22.81081959779834,0.004759299469326175,0.0029618004722825482,0.00021156692779237754,0.00792644398134194,0.18080868371044542,0.25980542132543544,3.798316635451186,1549706.228,"[6.61202602 8.59943194 8.63784752 9.49657053 9.52837165 9.54296326
 9.58710574 9.63534038 9.66763717 9.6824537 ]",227956641.29577008,0.7951975859154771,2761433.9336334243,10868.8907627656
294,7000.0,0.3081820434034013,56.098200443562774,[ 3.88679027  6.31699793 14.72210955  3.30951272],[65.         65.         36.43969596 26.98730077],[53.03950498 38.39834831  7.82402124  1.08803221],[38.39834831  7.82402124  1.08803221  0.14422694],1504.6021764717934,782.6687759525372,[0.72395752 0.20375932 0.13906304 0.1325576 ],[177.69987936 145.99330633  65.60211362   2.03908867],23.453255640823546,0.004811132278783688,0.0032355098051212003,0.0002521650157763169,0.00829037071800486,0.19443618380656585,0.6319413948836822,4.020868328592923,1442404.822,"[2.68294253 6.79091734 6.87055612 8.60126876 8.66536118 8.69559896
 8.78708559 8.88432686 8.94944062 8.98015525]",229563690.6823446,0.8008035721477137,2514555.6686915522,10384.08219534107
295,7000.0,0.3081820434034013,74.67912146703958,[ 5.17417815  8.40932243 19.59838637  4.40569396],[51.48401951 58.5587526  27.12481456 27.11106986],[59.8910886  43.35860378  8.83471951  1.22858299],[43.35860378  8.83471951  1.22858299  0.16285801],2246.487399795045,1176.49754027034,[0.72395752 0.20375932 0.13906304 0.1325576 ],[267.11615105 219.4552422   98.61224528   3.0651316 ],23.276570170222175,0.004650472517249165,0.0016061462555694158,0.00014237202758933943,0.006390326514699632,0.1487448835300373,-1.7115006120972787,4.740316908616191,1658689.625,"[-3.8073239  -1.58621546 -1.5433952  -0.60758621 -0.57300157 -0.55680995
 -0.50782942 -0.45538572 -0.42027584 -0.40384104]",308682522.22217155,1.0767994961238543,3817972.9010047903,11119.180695757386
293,7000.0,0.3081820434034013,41.128163916011744,[ 2.84958423  4.63128094 10.7934538   2.42635558],[60.07232052 47.74703755 45.         31.97907613],[54.225555   39.25699814  7.99897914  1.11236239],[39.25699814  7.99897914  1.11236239  0.14745209],1187.7136829365757,586.6417178004205,[0.72395752 0.20375932 0.13906304 0.1325576 ],[133.19320469 109.42785332  49.17142194   1.52837894],19.087017616482125,0.005206174717582399,0.00736403513038521,0.00045830977631943653,0.01301423079004142,0.24840285235448467,1.4072229055519447,2.8834053490853155,1381215.969,"[-26.60480133 -21.55502045 -21.45693905 -18.79899263 -18.69947634
 -18.66125972 -18.54566366 -18.39466893 -18.29350651 -18.25466614]",158175659.6283426,0.5517755568430556,1771341.3230467045,11202.349430916856
296,7000.0,0.3081820434034013,48.33406937048933,[ 3.34884879  5.44270963 12.68453281  2.8514679 ],[64.83220598 65.         45.         28.96964778],[43.83000966 31.73106495  6.46550013  0.89911213],[31.73106495  6.46550013  0.89911213  0.11918414],1048.0027755125743,557.2557311465421,[0.72395752 0.20375932 0.13906304 0.1325576 ],[126.52130664 103.9464064   46.70833296   1.45181957],23.556082220090527,0.005041520001066945,0.005021855972540021,0.0004521606473377514,0.01050028185611502,0.24734550273677017,2.9195444482727995,4.192298313567146,1306443.495,"[-5.18399312  3.08116278  3.24210476  6.73015586  6.85954495  6.92086219
  7.10640712  7.30280101  7.43432952  7.49665066]",201408289.61812502,0.702587056807413,1823087.4529669962,9929.08735899333
298,7000.0,0.3081820434034013,50.57903254711234,[ 3.50439212  5.69550612 13.27368885  2.98390947],[40.7106732  65.         32.94905792 35.52116099],[56.24617836 40.71984361  8.29704754  1.15381269],[40.71984361  8.29704754  1.15381269  0.15294664],1500.1777630366412,748.3299964046005,[0.72395752 0.20375932 0.13906304 0.1325576 ],[169.90348174 139.58800167  62.72388903   1.94962577],21.330624301471083,0.005100434590947466,0.004225354254787278,0.00025670545611271317,0.009605008209323711,0.2048808215256296,-0.23745226412063594,3.418596803139084,1453203.816,"[-15.91776461 -11.51785902 -11.43258703  -9.38298071  -9.30674544
  -9.27403201  -9.17506994  -9.05941342  -8.9819524   -8.94871915]",195526754.0199154,0.6820700721624957,2271212.681947117,10883.22153206206
297,7000.0,0.3081820434034013,44.19490250012388,[ 3.06206466  4.97661432 11.59827215  2.60727779],[65.         43.24434435 34.37247434 45.        ],[56.71898661 41.0621367   8.36679294  1.1635117 ],[41.0621367   8.36679294  1.1635117   0.15423231],1323.9121652352092,659.3716327808175,[0.72395752 0.20375932 0.13906304 0.1325576 ],[149.70606111 122.99435946  55.26753347   1.71786235],19.888864873822424,0.0050737375470726945,0.005973730638717054,0.00036127274926625765,0.011401596676762712,0.22676481564995637,0.6841279113533101,2.9621981139196474,1417222.371,"[-24.57857118 -20.54771316 -20.46950971 -18.4428472  -18.36716699
 -18.33688464 -18.24528439 -18.13046403 -18.05354787 -18.02277725]",163579820.38563564,0.5706272804150081,1916093.881604872,11118.956501909666
299,7000.0,0.3081820434034013,70.64855945042848,[ 4.89491876  7.95545668 18.54062739  4.16791099],[65.         64.39136685 45.         32.56912706],[57.01777316 41.27844547  8.41086787  1.16964089],[41.27844547  8.41086787  1.16964089  0.15504479],2034.9934226095268,1059.6029994222458,[0.72395752 0.20375932 0.13906304 0.1325576 ],[240.57600221 197.65058992  88.81432158   2.760586  ],23.833895104581252,0.004700319946053278,0.0018881174855042773,0.00016558583687235654,0.0067452337993121145,0.160765194828681,-0.5738156602396978,4.710461328575151,1614608.665,"[17.18996782 18.60736519 18.63471941 19.21799411 19.23953691 19.24986425
 19.281107   19.31377778 19.33564986 19.34613336]",286739032.29982704,1.0002524382552105,3376413.75954727,10854.34434092675
300,7000.0,0.3081820434034013,75.3630382793391,[ 5.22156365  8.48633562 19.77786982  4.44604162],[63.33043909 65.         42.29229141 26.8264041 ],[48.22690694 34.91423178  7.11410003  0.98930841],[34.91423178  7.11410003  0.98930841  0.13114035],1804.384243084899,956.0429959075564,[0.72395752 0.20375932 0.13906304 0.1325576 ],[217.06337375 178.33326466  80.13407864   2.4907809 ],25.330397201013195,0.004798639822343695,0.0016059768366828945,0.0001718391052143659,0.006573446430848044,0.16650800907296348,-0.4491083301024505,5.94072396639608,1508844.975,"[22.46351925 26.95932079 27.04631627 28.78749419 28.85169761 28.88440881
 28.98338395 29.08077683 29.14597525 29.17918851]",332994834.3166609,1.1616098871511427,3316541.9873343203,10238.3483185877
301,7000.0,0.3081820434034013,64.22722349871201,[ 4.45001347  7.23237527 16.85544657  3.78908435],[65.         58.0307538  38.83121655 26.59447068],[54.20190025 39.23987311  7.99548976  1.11187715],[39.23987311  7.99548976  1.11187715  0.14738776],1741.7755446559959,915.7212174919086,[0.72395752 0.20375932 0.13906304 0.1325576 ],[207.90857497 170.81193517  76.75436813   2.38573048],24.18466584233779,0.004695563588226942,0.0023140816509776797,0.0001891077969049377,0.0071966861034851665,0.17404944858498475,-0.42858161766640585,4.5047948650266525,1510664.409,"[1.89975195 5.3724429  5.43963687 6.85196541 6.90415083 6.9295372
 7.00634456 7.0855063  7.13850599 7.16428444]",264222879.48348224,0.9217077191284264,2957627.857212647,10456.581735590582
302,7000.0,0.3081820434034013,53.76675788792558,[ 3.72525518  6.05446334 14.11025832  3.1719693 ],[65.         65.         30.02107617 41.63000224],[57.86084669 41.88879489  8.53523225  1.18693538],[41.88879489  8.53523225  1.18693538  0.1573373 ],1607.0709416690654,818.3295808275186,[0.72395752 0.20375932 0.13906304 0.1325576 ],[185.79643428 152.64521193  68.59114837   2.13199584],22.198721094035374,0.0048209737050219255,0.0035791009319551662,0.00022943074235479973,0.008634844982309601,0.19168251545252163,0.4384357646906688,3.532640541791831,1486766.678,"[-1.46266847  1.25945856  1.3121651   2.52581158  2.57084775  2.59095878
  2.65179915  2.72011865  2.76586977  2.78629648]",205065281.98778763,0.7153440069341429,2450391.7318336475,10796.426241663561
303,7000.0,0.3081820434034013,61.4648502978143,[ 4.25862114  6.92131528 16.13050423  3.62611817],[65.        65.        36.0380654 45.       ],[52.06291336 37.69133747  7.67996119  1.06799878],[37.69133747  7.67996119  1.06799878  0.14157135],1604.5966254814707,841.7534621964637,[0.72395752 0.20375932 0.13906304 0.1325576 ],[191.11467492 157.01453135  70.5545027    2.19302213],24.24814430152447,0.00477037110129985,0.0025743947931535583,0.0002233393718049293,0.007556822852195956,0.18323893098110525,0.19695789102378058,4.488164280637032,1461957.439,"[ 8.12034136 12.19221122 12.27110724 13.92574916 13.98691545 14.01674964
 14.10701793 14.19981516 14.26194677 14.29224709]",250263305.15991664,0.8730115296276162,2690817.460360144,10292.956075823724
304,7000.0,0.3081820434034013,82.01488789814317,[ 5.68244018  9.23537427 21.5235454   4.83846742],[51.82901677 42.39835399 45.         45.        ],[56.73986753 41.0772536   8.36987315  1.16394004],[41.0772536   8.36987315  1.16394004  0.1542891 ],2293.605410990556,1224.082331643076,[0.72395752 0.20375932 0.13906304 0.1325576 ],[277.91996991 228.33136099 102.60073056   3.18910436],24.053396575026166,0.004602506458172584,0.0013297822185919699,0.00012017186578513717,0.006058247791649075,0.14572143668231172,-1.8724170811419147,5.495089393142488,1690698.403,"[-9.34194353 -5.87662071 -5.80986181 -4.4011475  -4.34917702 -4.32403474
 -4.24797603 -4.16917305 -4.11642147 -4.09090537]",323745011.88818395,1.129343064726223,3793586.5562798767,11046.063222826195
306,7000.0,0.3081820434034013,51.502147426682356,[ 3.56835057  5.79945446 13.51594615  3.03836863],[65.         65.         45.         36.34241454],[51.41561991 37.22272451  7.58447694  1.05472045],[37.22272451  7.58447694  1.05472045  0.13981121],1343.193332214453,696.5463653142549,[0.72395752 0.20375932 0.13906304 0.1325576 ],[158.1463435  129.92866205  58.38346335   1.81471376],22.86943424574927,0.004912305950942746,0.0040969525187061154,0.0002982577629206107,0.009310460665573164,0.21292496798896046,1.5660877548003802,3.808032489499864,1405751.934,"[-0.34566601  4.59045942  4.68626275  6.82584499  6.90521325  6.94172747
  7.05220368  7.17263438  7.25328462  7.29038242]",201863675.4320115,0.7041756119721331,2143442.54693098,10381.621298568218
307,7000.0,0.3081820434034013,67.79711672168276,[ 4.6973552   7.63436692 17.79231012  3.99969016],[44.7840281 61.8636575 45.        45.       ],[44.32299172 32.08796302  6.53822144  0.90922498],[32.08796302  6.53822144  0.90922498  0.12052468],1474.9689018036834,790.4418166609686,[0.72395752 0.20375932 0.13906304 0.1325576 ],[179.46469794 147.44323246  66.25363814   2.05933979],25.852519517459417,0.004965715434160947,0.0021102422272847483,0.0002398189796910611,0.0073044135502069365,0.18883749387031987,-0.5240026154855091,5.815037791383646,1414784.211,"[-5.97891064  2.87522897  3.0470275   6.41576733  6.54000251  6.60460681
  6.80010218  6.98860669  7.1148042   7.1804196 ]",275857787.79753053,0.9622946085960368,2525067.023822789,9873.662854965376
309,7000.0,0.3081820434034013,82.25417645025371,[ 5.6990194   9.26231961 21.586343    4.85258424],[65.         64.50623825 35.72868997 45.        ],[60.38589592 43.71682325  8.90771006  1.23873328],[43.71682325  8.90771006  1.23873328  0.16420351],2511.2393065931283,1306.5411387607498,[0.72395752 0.20375932 0.13906304 0.1325576 ],[296.64170831 243.71262348 109.51230311   3.40393447],23.210948256523512,0.0046387037638944304,0.0013229086465587174,0.00010958046002431278,0.0060787496960343,0.14109354465901017,-1.4159609690831418,5.178367020212439,1747279.179,"[24.53976448 23.72783285 23.7122096  23.37003342 23.35739639 23.35149698
 23.33365201 23.31449291 23.30166718 23.29568069]",354139570.31905913,1.2353705941362527,4416401.660004291,11421.857362091901
305,7000.0,0.3081820434034013,48.00334066963592,[ 3.3259341   5.40546757 12.59773815  2.83195656],[65.         65.         34.99372361 45.        ],[45.80336217 33.15968833  6.75659546  0.93959273],[33.15968833  6.75659546  0.93959273  0.12455016],1093.2692782365473,578.3602497705845,[0.72395752 0.20375932 0.13906304 0.1325576 ],[131.31295098 107.88308887  48.47728181   1.50680322],23.11547771422976,0.005003216522130032,0.004971381385380097,0.0003961404411154108,0.010378957036202764,0.23991455006729315,2.371348905761139,3.984230791032347,1315185.744,"[-7.46882235 -0.07645417  0.06744566  3.24895636  3.36706701  3.42199294
  3.58819191  3.76746113  3.88752535  3.94335061]",197351320.86783174,0.6884348402366224,1866792.2537125677,10037.207054732919
308,7000.0,0.3081820434034013,42.131312421475116,[ 2.91908785  4.74424155 11.05671469  2.48553632],[65.        65.        34.0184732 34.7672417],[54.72166948 39.61616395  8.07216252  1.1225395 ],[39.61616395  8.07216252  1.1225395   0.14880114],1219.4835378663292,606.448523165667,[0.72395752 0.20375932 0.13906304 0.1325576 ],[137.69021164 113.12246986  50.83159843   1.57998166],19.430426250747782,0.005169070207063637,0.0067991970623532015,0.00038853564693507655,0.012376570088993503,0.2404820323513992,2.4713862775767406,2.926954916288985,1382320.17,"[-12.62082401  -8.32109521  -8.23758323  -6.0173429   -5.93429001
  -5.90182223  -5.80361201  -5.67759442  -5.59316904  -5.56017166]",161170683.6387585,0.562223315018925,1821394.3329978695,11110.291183530357
310,7000.0,0.3081820434034013,85.54734329737914,[ 5.92718802  9.63315019 22.45058397  5.04686458],[65.         49.23342611 45.         45.        ],[50.25491089 36.38242049  7.41325716  1.03091011],[36.38242049  7.41325716  1.03091011  0.13665497],2124.2495332981416,1130.8751226415256,[0.72395752 0.20375932 0.13906304 0.1325576 ],[256.75787644 210.94517026  94.7882432    2.94627142],24.9777522689343,0.004687068603124171,0.0012056692685050694,0.00012320163868046786,0.0060284511507336085,0.15057715940839597,-1.3705508640210309,6.471402366819482,1614008.506,"[11.99001328 15.47341304 15.54063786 16.90473133 16.95500822 16.98026617
 17.05668253 17.13293068 17.18397089 17.20960844]",352976849.6339615,1.2313145917463775,3663391.42257998,10618.844358895556
311,7000.0,0.3081820434034013,48.37224639749125,[ 3.3514939   5.4470086  12.69455178  2.85372015],[46.2632018  64.19738864 45.         32.82597905],[57.10850867 41.34413412  8.42425255  1.17150221],[41.34413412  8.42425255  1.17150221  0.15529152],732.7878827124442,726.652365764403,[0.72395752 0.20375932 0.13906304 0.1325576 ],[164.98171603 135.54441507  60.9069028    1.89314899],20.630680262426925,0.005130206266561835,0.003937934946782986,0.00022933914350902143,0.009304636975365448,0.1919609903967197,-0.3328468436173505,3.220073768119053,1322122.641,"[-14.26943778 -10.53419198 -10.46149999  -8.6472361   -8.57950677
  -8.5513935   -8.46634151  -8.36354765  -8.2946836   -8.26610482]",168998889.7241796,0.5895310106657428,1993165.0576966384,10578.726974213143
312,7000.0,0.3081820434034013,41.466808909750135,[ 2.87304741  4.66941442 10.88232597  2.44633394],[65.         65.         45.         31.76450895],[56.32266105 40.77521383  8.30832973  1.15538163],[40.77521383  8.30832973  1.15538163  0.15315461],1246.7677126530568,614.3465123993956,[0.72395752 0.20375932 0.13906304 0.1325576 ],[139.48339898 114.59570298  51.49359594   1.60055831],18.901526251404967,0.005193684607356408,0.007172518020222844,0.00039764687811719103,0.012778464469828662,0.24153248162911212,2.8140021581035026,2.798902909763511,1406439.352,"[-10.43943528  -6.64985195  -6.57630682  -4.56316285  -4.48778455
  -4.45911928  -4.37241736  -4.25805845  -4.18144269  -4.15231324]",158306295.89504582,0.5522312647501598,1841365.2675525188,11356.363599671498
313,7000.0,0.3081820434034013,39.4810543365998,[ 2.73546347  4.4458064  10.36119523  2.32918437],[43.61973761 65.         45.         45.        ],[54.16148446 39.21061379  7.9895279   1.11104807],[39.21061379  7.9895279   1.11104807  0.14727786],1185.2247472134425,562.4823731024819,[0.72395752 0.20375932 0.13906304 0.1325576 ],[127.70798186 104.92134594  47.14642219   1.46543655],18.12009523295951,0.005478754314641606,0.008300769634258971,0.0004756439843305259,0.014268515483878967,0.2585468594008442,1.603181368371145,2.771204443140029,1378415.832,"[-22.3571857  -17.1680497  -17.06724974 -14.17854527 -14.07009778
 -14.03055999 -13.9109786  -13.7464434  -13.63619823 -13.59601443]",149062588.78769666,0.5199857748408023,1667315.596747599,11481.582532799785
314,7000.0,0.3081820434034013,75.86615311373703,[ 5.2564222   8.5429894  19.90990456  4.47572288],[65.         37.02870286 45.         45.        ],[56.82824224 41.14123313  8.38290958  1.16575293],[41.14123313  8.38290958  1.16575293  0.15452941],2123.127939750946,1134.0753283336248,[0.72395752 0.20375932 0.13906304 0.1325576 ],[257.48446243 211.54211321  95.0564796    2.95460892],24.36134929148084,0.004547294322295403,0.0015812402486952385,0.00013248362404216112,0.0062685992455863955,0.15271153579004346,-1.4661365144881442,5.075212417092433,1641518.63,"[-3.32346205 -0.95650421 -0.91085431  0.03999543  0.07507077  0.09225703
  0.14425031  0.19744092  0.23304774  0.25049169]",297692767.9038257,1.0384631438505547,3493744.177915103,10827.066145335657
315,7000.0,0.3081820434034013,51.197281002515425,[ 3.54722776  5.76512465 13.43593865  3.02038303],[65.         37.88958115 45.         44.58580502],[47.57039597 34.43894574  7.01725607  0.97584099],[34.43894574  7.01725607  0.97584099  0.12935514],1195.4849147199693,640.6388615460323,[0.72395752 0.20375932 0.13906304 0.1325576 ],[145.45290666 119.50008539  53.6973809    1.66905782],23.790564637986872,0.004850614214807962,0.004191111156228041,0.00032040571606339885,0.00938309038763383,0.22322901837107592,0.5166253475227698,4.0914807692511275,1355489.001,"[-22.43277889 -15.24316633 -15.10340572 -12.10831843 -11.9973497
 -11.94424084 -11.7835401  -11.6151335  -11.5023589  -11.44839431]",199283587.9529507,0.6951753068126186,1957793.5552595076,10043.20168347211
316,7000.0,0.3081820434034013,49.12015690323949,[ 3.40331324  5.53122786 12.89082939  2.89784312],[65.         49.91560037 43.2293301  45.        ],[45.9622346  33.27470522  6.78003122  0.94285178],[33.27470522  6.78003122  0.94285178  0.12498217],1112.2969126378575,593.8687827602149,[0.72395752 0.20375932 0.13906304 0.1325576 ],[134.83406301 110.77593713  49.7771836    1.54720763],23.509358070698806,0.004931243430610832,0.004710458167363783,0.0004058957411202526,0.010031158775487185,0.23582610351696082,1.3816402743902636,4.062833212051614,1327438.596,"[-19.29114771 -11.56112218 -11.41071412  -8.14514323  -8.02403461
  -7.96675619  -7.79343697  -7.60962511  -7.48652599  -7.42831551]",194892125.270912,0.6798562509450419,1849924.5720152878,10004.661229995856
318,7000.0,0.3081820434034013,73.78701214378327,[ 5.11236793  8.30886551 19.36426601  4.35306398],[56.83104353 65.         34.88827592 45.        ],[50.89069164 36.84269874  7.50704315  1.04395227],[36.84269874  7.50704315  1.04395227  0.1383838 ],1869.5873790376675,987.7519468818355,[0.72395752 0.20375932 0.13906304 0.1325576 ],[224.26268582 184.24802035  82.79187497   2.5733923 ],24.671205079213888,0.0047802669819271395,0.0016523310419092466,0.00017098571088257748,0.006594167095823183,0.16268604874765802,-0.9390752226783088,5.512034856822355,1523106.51,"[11.42290327 15.88017375 15.96638965 17.74047801 17.80596223 17.83845813
 17.9367773  18.03610944 18.10260942 18.13560435]",316897277.2961197,1.105455618474836,3330546.14687231,10401.779496644998
319,7000.0,0.3081820434034013,79.88956523523416,[ 5.5351862   8.99605003 20.96578717  4.71308403],[65.         49.15163043 36.9092684  45.        ],[55.61120707 40.26015137  8.20338096  1.14078713],[40.26015137  8.20338096  1.14078713  0.15122   ],2198.7550708104054,1168.6433597821122,[0.72395752 0.20375932 0.13906304 0.1325576 ],[265.33291021 217.99018085  97.95391974   3.04466909],24.24736612994447,0.004591207447374094,0.0013769854839569432,0.00012699147044611839,0.006096702078106975,0.14782896747305313,-1.5217932355527166,5.461326229299494,1637470.965,"[5.16818038 7.29814518 7.33922852 8.19925159 8.23098436 8.24646016
 8.29327865 8.34140077 8.37361511 8.3893233 ]",333399399.67538184,1.1630211616583086,3829003.2028406225,10838.35166330827
320,7000.0,0.3081820434034013,51.77172628698525,[ 3.58702847  5.82981067 13.58669297  3.05427243],[59.07486892 40.48970541 45.         31.12848666],[49.93648202 36.15189152  7.36628474  1.02437798],[36.15189152  7.36628474  1.02437798  0.13578908],1284.5904698419674,680.0489996886174,[0.72395752 0.20375932 0.13906304 0.1325576 ],[154.40072342 126.85136418  57.0006791    1.77173314],23.307558049063672,0.004877633540798239,0.004037540758306674,0.0002978732469571789,0.009226352248079028,0.21504374060321105,0.07957191579089866,3.9413507614330547,1386114.417,"[-24.82677668 -18.24018451 -18.11227074 -15.31186027 -15.20804554
 -15.15936952 -15.0120904  -14.8545557  -14.74906003 -14.69960392]",203697440.79848012,0.7105724679016748,2100690.6887642983,10231.118772578367
317,7000.0,0.3081820434034013,44.21506822913447,[ 3.06346185  4.9788851  11.60356434  2.60846747],[65.         65.         41.10506218 45.        ],[57.0624237  41.31077056  8.41745441  1.17055684],[41.31077056  8.41745441  1.17055684  0.1551662 ],1351.7969386361463,663.6668570954909,[0.72395752 0.20375932 0.13906304 0.1325576 ],[150.68126399 123.79555918  55.62755268   1.72905271],19.655007411511104,0.005172728449521214,0.0060418140757462395,0.00033584613406662444,0.011570483401969216,0.22741793702047114,2.111601519709726,2.945713255989409,1430562.756,"[-8.52816483 -5.07732193 -5.01039703 -3.2542705  -3.18866726 -3.1627258
 -3.08425866 -2.9847322  -2.91806076 -2.89170239]",165871154.95012262,0.5786203079655441,1954698.0382823825,11233.946754233919
321,7000.0,0.3081820434034013,83.15974907191145,[ 5.76176243  9.36429259 21.8239966   4.90600849],[65.         65.         45.         35.54144441],[49.34878317 35.72642252  7.27959146  1.01232215],[35.72642252  7.27959146  1.01232215  0.13419099],2047.701602890739,1079.4915196440395,[0.72395752 0.20375932 0.13906304 0.1325576 ],[245.09156199 201.36044895  90.48134728   2.81240161],24.97062029908648,0.004777148841215223,0.0012928753506639633,0.00014220068970128278,0.006212957064178844,0.155141391784137,-0.7585166465987462,6.406297539033624,1587372.992,"[32.64086041 35.32823069 35.38012639 36.43375792 36.47260238 36.49211164
 36.55113675 36.61005038 36.64948786 36.66929197]",365362846.8245586,1.2745215586903207,3723569.1656688335,10539.88542704337
322,7000.0,0.3081820434034013,47.79242027176534,[ 3.31132038  5.38171666 12.54238534  2.81951331],[56.98970891 42.58470347 40.76532885 41.03792818],[50.87223809 36.82933916  7.50432101  1.04357373],[36.82933916  7.50432101  1.04357373  0.13833363],1229.0017423497147,639.542610246436,[0.72395752 0.20375932 0.13906304 0.1325576 ],[145.2040099  119.2955987   53.60549477   1.66620175],22.037370581281184,0.0049822062649633025,0.004933409779875388,0.00035985631875249443,0.01026795377455792,0.22627870244139778,0.30573197648549294,3.5714828048015512,1371656.082,"[-28.86389654 -22.51499478 -22.39164068 -19.52454421 -19.41794638
 -19.37068668 -19.22770269 -19.06593945 -18.95759508 -18.90956952]",186465936.03627738,0.6504625675684095,1959020.336931049,10439.900334003087
323,7000.0,0.3081820434034013,70.82794713641135,[ 4.90734772  7.97565683 18.58770493  4.17849397],[51.00696631 38.64058649 44.51677189 45.        ],[58.44384331 42.31085967  8.62123188  1.19889475],[42.31085967  8.62123188  1.19889475  0.15892261],2054.692127256555,1088.8624933302306,[0.72395752 0.20375932 0.13906304 0.1325576 ],[247.2191809  203.10844181  91.26680812   2.83681582],23.811585516029105,0.0046153744122596355,0.0018605974601823788,0.00015650423336239613,0.006628295101141981,0.15783021562631908,-1.6269337285260503,4.607191565773627,1628903.127,"[-17.10916475 -13.56357879 -13.49517668 -12.03540468 -11.98149472
 -11.95567536 -11.87756633 -11.7958118  -11.74108028 -11.71487167]",272422360.48077,0.9503105598166395,3288062.8760530744,10904.345250131035
324,7000.0,0.3081820434034013,47.49634312219644,[ 3.29080653  5.34837657 12.46468445  2.80204624],[59.5574014  65.         44.18349092 45.        ],[55.1214327  39.90557554  8.13113283  1.13074009],[39.90557554  8.13113283  1.13074009  0.14988819],1372.5693471447785,688.6686080189608,[0.72395752 0.20375932 0.13906304 0.1325576 ],[156.3577497  128.45920284  57.72316164   1.79418982],20.97769322475377,0.005076529460170148,0.0050331628988410215,0.00030445675146920575,0.010434306651374223,0.21888768394553626,1.3349936388915098,3.275744797589651,1428774.47,"[-8.71574204 -4.52026309 -4.4388945  -2.44730792 -2.37314519 -2.34184677
 -2.24716575 -2.13464652 -2.05928157 -2.02748181]",179498423.68915147,0.6261572919389004,2043335.7362812893,10881.839051418974
325,7000.0,0.3081820434034013,71.87040781805274,[ 4.9795751   8.09304423 18.86128269  4.23999393],[65.         63.59804593 45.         45.        ],[47.45144107 34.35282744  6.99970867  0.9734008 ],[34.35282744  6.99970867  0.9734008   0.12903167],1692.483221353585,897.0757805703155,[0.72395752 0.20375932 0.13906304 0.1325576 ],[203.67524921 167.3339518   75.19153579   2.33715348],25.56829108012731,0.0048126636902890655,0.0018142844793536837,0.00019119135779733628,0.006814473969209592,0.17423445400270135,-0.07305849645184631,5.757992392403398,1481478.111,"[19.02336528 24.04070758 24.13786888 26.0639745  26.13498826 26.17150939
 26.28201609 26.38974735 26.46186692 26.49895137]",297288570.60400707,1.0370531532697922,2913306.738777022,10115.974927181622
326,7000.0,0.3081820434034013,76.39406149470523,[ 5.29299858  8.60243509 20.048446    4.50686682],[44.21077578 65.         43.49107822 45.        ],[59.29759956 42.92894292  8.74717211  1.21640838],[42.92894292  8.74717211  1.21640838  0.16124417],2304.194872015168,1191.5885711115584,[0.72395752 0.20375932 0.13906304 0.1325576 ],[270.54247192 222.27021267  99.87715267   3.1044483 ],23.2194642436305,0.004755081778915867,0.001590110479936653,0.00013427685910539887,0.006478936049524461,0.15043742393870188,-1.5542329473827308,4.897707793733466,1699081.792,"[6.39719951 8.4628461  8.50263357 9.37409024 9.40628775 9.42132452
 9.46681022 9.51562984 9.54831253 9.56357333]",307594134.0294456,1.073002793125973,3766810.360422819,11263.419399951676
327,7000.0,0.3081820434034013,74.38579397293121,[ 5.15385481  8.37629198 19.52140709  4.3883891 ],[65.         65.         37.03765363 32.45664287],[46.47303675 33.64450428  6.85538123  0.95333018],[33.64450428  6.85538123  0.95333018  0.12637116],1710.5256969560546,909.3282244877405,[0.72395752 0.20375932 0.13906304 0.1325576 ],[206.45708729 169.61943304  76.21851712   2.3690748 ],25.677323298284623,0.004816697431596401,0.0016431956993226767,0.0001704532277396588,0.0066385062049831986,0.17045907004302213,-0.2781955551902205,6.084982513437829,1469172.717,"[23.57988493 28.75856998 28.85888947 30.83894186 30.9119402  30.9496422
 31.06372371 31.17446906 31.24860646 31.28689124]",339504711.53907853,1.184318761182832,3258407.915698149,10061.342813038358
328,7000.0,0.3081820434034013,49.03122283851863,[ 3.3971514   5.52121335 12.86749001  2.89259646],[46.76217688 36.87267662 45.         27.3910974 ],[58.26538017 42.18165994  8.59490623  1.19523383],[42.18165994  8.59490623  1.19523383  0.15843732],1489.19489793468,751.4722112578881,[0.72395752 0.20375932 0.13906304 0.1325576 ],[170.61690129 140.17412743  62.98726472   1.95781219],20.88692419330308,0.005012637542743373,0.004623461215332699,0.00025847322509972424,0.009925929439198624,0.207322135744617,-0.5987994367702748,3.1991346812629535,1476694.537,"[-29.7154855  -25.45322877 -25.3706801  -23.34221158 -23.26671043
 -23.23498604 -23.139021   -23.02448787 -22.94777799 -22.91555187]",187632900.45233622,0.6545333736709403,2257762.060158457,11076.954008817127
