Run_ID,Range_(Nmi),Fuel_Fraction,Wingspan,Spans,Sweeps,Root_Chords,Tip_Chords,Swet,Sref,Taper Ratios,Wing Section Areas,L_D_Cruise,CD0,CDi_Cruise,CDw_Cruise,CD_Total_Cruise,CL_Cruise,Alpha_Cruise,AR,MTOW,Static_Margin,Section3_Stress_Pa,Stress_Ratio,Root_Moment_Sec3,Cost_Per_Hour
533,7000.0,0.3081820434034013,43.17202622124997,[ 2.9911942   4.86143224 11.32983401  2.54693322],[64.4984382  65.         42.1083493  35.67347597],[46.1088305  33.38083442  6.80165604  0.945859  ],[33.38083442  6.80165604  0.945859    0.1253808 ],1008.7258315431669,523.6199143703985,[0.72395752 0.20375932 0.13906304 0.1325576 ],[118.88451217  97.67222727  43.88902965   1.3641881 ],21.334543862920107,0.005137867144909034,0.006656793351579626,0.0005074505718721527,0.01229955313033456,0.262405355753439,3.4349638088964807,3.5594976373069387,1302329.622,"[-12.19084224  -4.73979443  -4.59468782  -1.09948615  -0.96918274
  -0.91325116  -0.74402712  -0.54624598  -0.4137542   -0.35689371]",176987549.5423867,0.6173984286362327,1685331.8083111425,10349.580647365266
537,7000.0,0.3081820434034013,77.75458041282138,[ 5.38726277  8.75563778 20.40549325  4.58713062],[59.51777458 42.26984288 45.         35.36315673],[50.72180584 36.7204326   7.48213028  1.04048782],[36.7204326   7.48213028  1.04048782  0.13792456],1921.9343810770079,1037.409702849116,[0.72395752 0.20375932 0.13906304 0.1325576 ],[235.53715788 193.51081478  86.95411301   2.70276576],25.234550576025363,0.004644360827106018,0.0014832279345353525,0.0001390484046718771,0.0062806559793230346,0.15848953096084323,-1.3979564813955965,5.827760005106895,1558414.407,"[-6.27042509 -1.03769498 -0.93657392  1.0943705   1.1692321   1.2072283
  1.32218944  1.43573622  1.51174578  1.55031891]",314692467.3299591,1.0977644209184618,3296398.0538114286,10403.358851496872
538,7000.0,0.3081820434034013,60.429475451104686,[ 4.1868847   6.80472579 15.85878603  3.56503625],[63.08028497 52.19969556 33.76498353 27.32786175],[53.36741231 38.63573929  7.87239186  1.09475878],[38.63573929  7.87239186  1.09475878  0.14511859],1606.5598365946787,848.309998546817,[0.72395752 0.20375932 0.13906304 0.1325576 ],[192.60329406 158.23753967  71.10406166   2.21010389],24.073021241972842,0.004707306418111249,0.00266062420131338,0.00021731952691022774,0.007578417091666396,0.1824353956282152,-0.49606881348640486,4.3047017122881766,1466883.952,"[-9.94025342 -5.44871433 -5.3616996  -3.52282965 -3.45483445 -3.42190887
 -3.32228848 -3.2191324  -3.15006426 -3.11662437]",246091655.23155904,0.8584592624356711,2712261.921829381,10341.409969153145
539,7000.0,0.3081820434034013,70.9787972354137,[ 4.91779944  7.99264346 18.62729321  4.18739337],[65.         37.47807564 39.59811758 45.        ],[57.67087621 41.75126433  8.50720912  1.1830384 ],[41.75126433  8.50720912  1.1830384   0.15682073],2018.1915301057948,1076.7498051346142,[0.72395752 0.20375932 0.13906304 0.1325576 ],[244.46907345 200.84902959  90.25154091   2.80525861],24.150252979371547,0.004541176181940918,0.0018182181982921175,0.00013542433230939727,0.0065105601143164125,0.1572316737981475,-1.3833567048870696,4.678886063374885,1604674.341,"[-7.45022147 -4.92709358 -4.87838938 -3.85416861 -3.81635864 -3.79799254
 -3.74242917 -3.68508699 -3.64669904 -3.62805511]",281386910.98428273,0.9815822476195909,3351344.212821804,10756.511784593265
540,7000.0,0.3081820434034013,81.27267226449509,[ 5.63101542  9.15179628 21.32876233  4.79468041],[65. 65. 45. 45.],[54.11233433 39.17503119  7.98227761  1.11003983],[39.17503119  7.98227761  1.11003983  0.14714421],2216.7597240400128,1156.8323507657312,[0.72395752 0.20375932 0.13906304 0.1325576 ],[262.65129707 215.78704165  96.96393882   3.01389784],24.17702162371237,0.004729976996274292,0.001369428574406753,0.00014213648203993386,0.006234792778476897,0.15073871982460166,-0.9315673982453879,5.70977052348154,1652826.687,"[28.56116883 29.64130987 29.66213638 30.09938667 30.11551981 30.12336493
 30.14709822 30.17156296 30.18794025 30.19590285]",340618911.0992259,1.188205503834509,3806480.591695134,10900.99533039987
541,7000.0,0.3081820434034013,49.47804492510297,[ 3.42810968  5.57152823 12.98475159  2.91895672],[65.         65.         43.53122296 38.04485107],[53.25442164 38.55393885  7.85572426  1.09244093],[38.55393885  7.85572426  1.09244093  0.14481134],1354.6146075633815,693.1030649788612,[0.72395752 0.20375932 0.13906304 0.1325576 ],[157.36456445 129.286374    58.09485112   1.80574292],22.011478311703417,0.004954386938738431,0.00451901132537294,0.0003005087296092233,0.009784348821935778,0.21536798188818027,1.6386016688212541,3.5320532447582975,1414852.044,"[-2.75577715  1.64591878  1.73132571  3.71768107  3.791492    3.82417629
  3.92305843  4.03505214  4.11005832  4.14326602]",192335312.31848526,0.670937135994716,2115306.451002338,10593.238959018283
542,7000.0,0.3081820434034013,51.97847634561677,[ 3.60135325  5.85309198 13.64095135  3.06646965],[65. 65. 45. 45.],[60.84034139 44.04582246  8.97474672  1.2480556 ],[44.04582246  8.97474672  1.2480556   0.16543925],1669.6978833364649,831.8495831868602,[0.72395752 0.20375932 0.13906304 0.1325576 ],[188.8660633  155.16713423  69.72437453   2.16721953],21.289012037255624,0.004885781416903465,0.004026958027086447,0.00023705538221295848,0.00915756457535285,0.19495550247663251,0.8532529330372891,3.2478972855419936,1537136.267,"[0.0718309  1.91193789 1.94751766 2.80355678 2.83536537 2.84898743
 2.89019289 2.93843834 2.97074768 2.98458161]",194070674.34147787,0.6769907244470158,2438429.206700155,11190.230150657215
543,7000.0,0.3081820434034013,75.21837292055388,[ 5.21154044  8.47004542 19.73990462  4.43750709],[61.91909506 60.39833051 38.91530804 45.        ],[46.54958675 33.69992323  6.86667335  0.9549005 ],[33.69992323  6.86667335  0.9549005   0.12657932],1723.7188203016533,921.0206783873799,[0.72395752 0.20375932 0.13906304 0.1325576 ],[209.11178326 171.80045783  77.19856093   2.39953718],25.702189985134087,0.004801809700252265,0.001602145084323859,0.0001649869412228307,0.006579847654877056,0.16911649449888908,-0.638307253207149,6.14297133341435,1476343.504,"[11.3376292  17.33796722 17.45418304 19.74548494 19.82994864 19.87361429
 20.00574056 20.13387783 20.21965735 20.26399686]",324933856.51216644,1.1334901971354643,3123700.515484393,10078.18877706824
545,7000.0,0.3081820434034013,74.02411166178857,[ 5.12879548  8.33556435 19.42648913  4.36705166],[65.         61.54649465 27.27157744 45.        ],[52.11162823 37.72660497  7.68714727  1.0689981 ],[37.72660497  7.68714727  1.0689981   0.14170382],1922.8609028401113,1014.6995399203679,[0.72395752 0.20375932 0.13906304 0.1325576 ],[230.38096239 189.27462717  85.05058148   2.64359892],24.589943952432183,0.004708951028946769,0.001618756548386126,0.00016050030892093947,0.006481619098921813,0.15938265036350135,-0.9043428842727488,5.400188816235168,1532888.537,"[12.83330915 16.1458459  16.20990454 17.53253988 17.58136295 17.60551105
 17.67857243 17.75262984 17.8022091  17.82672747]",316726348.2789712,1.1048593544615275,3408610.9188083955,10447.112856504687
544,7000.0,0.3081820434034013,82.47502064447427,[ 5.7143207   9.28718801 21.64430016  4.86561294],[63.71110158 65.         45.         45.        ],[56.41337235 40.84088495  8.32171084  1.15724244],[40.84088495  8.32171084  1.15724244  0.15340128],2351.937290342114,1223.8666807289394,[0.72395752 0.20375932 0.13906304 0.1325576 ],[277.87100777 228.29113504 102.58265502   3.18854253],23.798717862964654,0.004707851827047318,0.0013342372124746846,0.00012564160785431504,0.006168280915042106,0.14679717719659655,-1.14569037094377,5.557900331313117,1702879.372,"[26.84231616 27.22173477 27.22904221 27.38496815 27.39072262 27.39347705
 27.40180935 27.4105346  27.41637546 27.41917078]",343920119.0976193,1.1997213456893696,4006805.2957670097,11141.278195173296
547,7000.0,0.3081820434034013,64.5110942604284,[ 4.46968159  7.26434084 16.92994408  3.8058313 ],[44.41583806 54.66127559 44.4751293  45.        ],[50.96297882 36.89503159  7.51770645  1.04543515],[36.89503159  7.51770645  1.04543515  0.13858037],1630.5066894867073,864.8062700916544,[0.72395752 0.20375932 0.13906304 0.1325576 ],[196.34866573 161.31463345  72.48675421   2.25308166],24.4743054985244,0.004834129620648077,0.002321299152487159,0.00018297498017231544,0.007361663738235108,0.1801716073069752,-0.9637239505765581,4.81227001538369,1476852.938,"[-15.44986528  -9.12218584  -8.99963538  -6.45506986  -6.36106335
  -6.31478429  -6.17475934  -6.03214511  -5.93666269  -5.88966427]",250616174.74677163,0.8742424700468778,2637682.3669379363,10296.833775718893
546,7000.0,0.3081820434034013,60.97605576251873,[ 4.22475478  6.86627405 16.00222762  3.59728174],[65.         38.73365211 45.         34.65514945],[44.42118453 32.15905044  6.55270616  0.91123927],[32.15905044  6.55270616  0.91123927  0.12079169],1296.633506605305,712.4905032142593,[0.72395752 0.20375932 0.13906304 0.1325576 ],[161.7663568  132.90276486  59.71987689   1.85625306],26.257589365625154,0.004744170537640915,0.0027164928894153175,0.00027230051212236703,0.007729742478419586,0.20296440390037113,-0.04056190074273014,5.21842657492334,1370664.063,"[-15.36721252  -7.05411991  -6.89259838  -3.77533895  -3.66039911
  -3.5996911   -3.41597526  -3.24155358  -3.1247833   -3.06311707]",247204934.8653108,0.8623427960417818,2267805.820778817,9683.499226036358
548,7000.0,0.3081820434034013,72.20633500614179,[ 5.00284997  8.13087167 18.94944161  4.25981195],[65.         40.25086379 45.         42.13234365],[45.81393133 33.16733995  6.75815455  0.93980955],[33.16733995  6.75815455  0.93980955  0.1245789 ],1596.361918710285,870.166738567485,[0.72395752 0.20375932 0.13906304 0.1325576 ],[197.5657254  162.31453601  72.93606057   2.2670473 ],26.403991920395217,0.004698056143288795,0.0017825211068713098,0.00019058309855279326,0.0066721778585932265,0.1761721302697354,-0.7608213066816066,5.9916733011449494,1453020.539,"[-5.16818587  1.87390078  2.01038334  4.62644709  4.72279059  4.77395735
  4.92878914  5.0749569   5.17280217  5.22475929]",291519582.12726396,1.0169287748625486,2758188.145574406,9896.64801294482
549,7000.0,0.3081820434034013,67.92769828607507,[ 4.70640261  7.6490712  17.82657924  4.00739382],[41.59144063 65.         34.59566903 28.92326162],[58.00873385 41.9958589   8.55704754  1.18996908],[41.9958589   8.55704754  1.18996908  0.15773944],2007.1586536483294,1036.5014199340785,[0.72395752 0.20375932 0.13906304 0.1325576 ],[235.33093812 193.34139033  86.87798211   2.70039941],23.187223015722747,0.004797189685900947,0.002030857491962883,0.00017344488323314404,0.006990347030748987,0.16208673555927208,-1.3356926500139363,4.451679569081061,1592390.015,"[-2.09299281  1.11476118  1.17669968  2.53677711  2.58708397  2.61054681
  2.68152597  2.757822    2.80890404  2.83272445]",280262779.65762067,0.9776608592707697,3357510.7018297226,10924.481202167346
550,7000.0,0.3081820434034013,61.345234290923635,[ 4.25033349  6.90784579 16.09911285  3.61906143],[65.         65.         31.55286249 45.        ],[54.69905989 39.59979556  8.06882731  1.12207569],[39.59979556  8.06882731  1.12207569  0.14873966],1694.9327724089517,882.653622428338,[0.72395752 0.20375932 0.13906304 0.1325576 ],[200.40079156 164.64374796  73.9826923    2.2995794 ],23.751747207326616,0.004743629441674073,0.0025675482638853253,0.00020052284286267084,0.00750922684226767,0.17835725768001318,-0.052063248135718165,4.26354990744271,1492152.335,"[ 6.66985816  9.84375216  9.90519604 11.22190719 11.27061031 11.29387913
 11.36427906 11.43816178 11.48763021 11.5112609 ]",245571638.0297563,0.8566452489410104,2774065.195862287,10483.632813223947
551,7000.0,0.3081820434034013,60.115479047877535,[ 4.16512932  6.76936789 15.7763825   3.54651203],[46.37532718 65.         26.59051311 45.        ],[53.09011373 38.43498689  7.83148669  1.08907038],[38.43498689  7.83148669  1.08907038  0.14436455],1611.611964290142,839.5171725493093,[0.72395752 0.20375932 0.13906304 0.1325576 ],[190.60693983 156.59739025  70.36706028   2.18719592],23.564929625171313,0.004881571501381983,0.0026897332272301493,0.00020424148546227804,0.007784052919124102,0.1834306592377688,-0.7053674353085736,4.30470148714384,1459599.076,"[-8.50053688 -3.43228258 -3.33407499 -1.21099879 -1.13240996 -1.095157
 -0.98244626 -0.86321646 -0.78338137 -0.74554377]",237044009.8291641,0.8268977087063865,2598969.811978198,10417.090434076701
552,7000.0,0.3081820434034013,53.139961348569685,[ 3.68182728  5.98388225 13.94576521  3.13499144],[65.         64.94380167 45.         45.        ],[50.91604038 36.86105015  7.51078242  1.04447227],[36.86105015  7.51078242  1.04447227  0.13845273],1365.5670151292802,711.7139406776608,[0.72395752 0.20375932 0.13906304 0.1325576 ],[161.59004331 132.75791057  59.65478659   1.85422988],23.313466783189924,0.004886548516365312,0.00378465193986259,0.0002986573214030201,0.008960255919184751,0.2088946287407946,1.3981569018434545,3.9676832653281124,1409174.626,"[1.14970914 6.17629985 6.2738475  8.40820791 8.48730571 8.52440139
 8.63663954 8.75665887 8.83702945 8.8747159 ]",205880740.7435029,0.7181886305005915,2164855.626329085,10304.491911304274
553,7000.0,0.3081820434034013,50.76364003758327,[ 3.51718274  5.71629404 13.32213625  2.99480039],[51.353444   59.86273731 45.         45.        ],[53.4601882  38.70290509  7.88607752  1.09666195],[38.70290509  7.88607752  1.09666195  0.14537087],1398.2627211212139,713.8596840916902,[0.72395752 0.20375932 0.13906304 0.1325576 ],[162.07722046 133.15816184  59.83463956   1.85982019],22.0703168040586,0.005019342655488162,0.004246958920916754,0.0003044170405541086,0.009563626215131779,0.21107226036355825,0.29317843932526577,3.6098790942987855,1428157.435,"[-16.0021654  -10.79932745 -10.69842029  -8.35870477  -8.27179212
  -8.23320383  -8.11646097  -7.98459359  -7.89627947  -7.85707586]",192394682.79875535,0.6711442423212395,2124135.136659982,10625.742587438814
554,7000.0,0.3081820434034013,65.86578396648501,[ 4.5635419   7.41688713 17.28546155  3.88575121],[65.         45.09804329 41.37225587 33.84603309],[60.45663168 43.76803294  8.91814451  1.24018433],[43.76803294  8.91814451  1.24018433  0.16439585],2003.8259492551786,1047.450307534713,[0.72395752 0.20375932 0.13906304 0.1325576 ],[237.81681218 195.38371571  87.79570132   2.72892457],23.393574229254188,0.004600519970731008,0.002209915136136882,0.0001577108754163766,0.006971563230715015,0.16308978193167084,-1.1224564427977948,4.141773090630269,1619169.257,"[-6.10912073 -4.35830812 -4.32452376 -3.58981108 -3.56265384 -3.5498754
 -3.51121864 -3.47003406 -3.44246123 -3.42948938]",260368341.87119818,0.9082616576902262,3250803.4998259004,10965.078707135395
555,7000.0,0.3081820434034013,71.47913733030958,[ 4.95246574  8.04898479 18.75859977  4.21691093],[65.         51.63207877 36.11718102 45.        ],[52.69764652 38.15085731  7.77359264  1.08101946],[38.15085731  7.77359264  1.08101946  0.14329734],1857.7390383170887,990.8322613551612,[0.72395752 0.20375932 0.13906304 0.1325576 ],[224.96205128 184.82259967  83.05006228   2.58141745],24.788442925456184,0.004639729191301395,0.001772549014747257,0.00014976762644018613,0.006574684464320638,0.1629761905966956,-1.0094889896709702,5.1565408927009635,1530581.183,"[0.94899683 4.75702128 4.830665   6.33835432 6.39398922 6.42172848
 6.50565607 6.59004643 6.64654228 6.67470653]",293676977.8633745,1.024454573942004,3196095.2721020114,10402.49924429879
557,7000.0,0.3081820434034013,84.5890133026887,[ 5.86078968  9.52523642 22.19908501  4.99032792],[65.         65.         32.0568469  36.17368353],[60.20507893 43.58591943  8.88103719  1.23502407],[43.58591943  8.88103719  1.23502407  0.16371182],2573.7785068207954,1339.6048321962317,[0.72395752 0.20375932 0.13906304 0.1325576 ],[304.14860589 249.88008291 112.28365191   3.49007538],23.13078016936311,0.0046375220336003255,0.0012333336034963836,0.0001098555393614601,0.005981655678700701,0.13836036255284842,-1.5245190761791698,5.341352165617079,1756792.487,"[26.94248423 25.90691363 25.88699055 25.44907209 25.43289792 25.42537334
 25.40261266 25.37809133 25.36167595 25.35404044]",378036626.18210906,1.318732416914334,4700300.271086289,11472.491091566484
556,7000.0,0.3081820434034013,67.38733249794254,[ 4.66896311  7.58822273 17.68476855  3.97551495],[65.         65.         45.         39.41326804],[50.0979936  36.26881904  7.39010981  1.02769117],[36.26881904  7.39010981  1.02769117  0.13622827],1688.2651831962914,888.0311796272799,[0.72395752 0.20375932 0.13906304 0.1325576 ],[201.62173111 165.64683813  74.43343101   2.31358957],24.934990791103107,0.004793844727620888,0.0021057122390193608,0.00018672686687698102,0.00709414824025588,0.1768925210415007,0.10151439328804358,5.1136184014329435,1488914.484,"[16.48576983 20.69322423 20.7746853  22.43281768 22.49401577 22.5247098
 22.61758111 22.71041995 22.77257338 22.80374188]",275351901.4529641,0.9605298887894098,2848833.1031457046,10249.291671253577
558,7000.0,0.3081820434034013,83.18806365250896,[ 5.76372422  9.36748098 21.83142733  4.90767891],[59.84219703 65.         45.         39.28225471],[49.28367316 35.67928563  7.26998688  1.01098651],[35.67928563  7.26998688  1.01098651  0.13401394],2036.918095037429,1078.434320134091,[0.72395752 0.20375932 0.13906304 0.1325576 ],[244.85153168 201.16324669  90.39273441   2.80964728],24.930577494716026,0.0047850559218961825,0.0012886894779360392,0.00013343784329575623,0.006218015074331541,0.15501870667393491,-0.9931087464442501,6.416945200142951,1584564.341,"[25.18604608 28.88888533 28.9603959  30.4147731  30.4683973  30.49528642
 30.57663926 30.65796919 30.71241275 30.73970861]",359817526.46833354,1.2551774179127915,3662216.177472318,10539.090344628985
559,7000.0,0.3081820434034013,52.31017723380134,[ 3.6243353   5.89044352 13.72800114  3.08603834],[65.         62.33427382 45.         45.        ],[50.46840519 36.5369813   7.44475037  1.03528965],[36.5369813   7.44475037  1.03528965  0.13723551],1329.1892888270681,694.4410561936263,[0.72395752 0.20375932 0.13906304 0.1325576 ],[157.66834669 129.53595309  58.20699952   1.8092288 ],23.25478801175382,0.004892682010633971,0.0039421550608075,0.00031541096114939273,0.009136266647905568,0.21246194411590066,1.354334895823729,3.9403699101983234,1398455.363,"[-3.26007216  2.11644859  2.22082088  4.51095081  4.5958434   4.63555691
  4.75571638  4.88453246  4.97079539  5.01114335]",202306357.92594036,0.7057198532300245,2108568.465557005,10281.258962682792
560,7000.0,0.3081820434034013,78.16786393846655,[ 5.41589732  8.80217602 20.51395316  4.61151228],[65.         65.         45.         31.05444344],[58.1434903  42.09341685  8.57692588  1.19273342],[42.09341685  8.57692588  1.19273342  0.15810588],2296.9322615253905,1195.5258173051632,[0.72395752 0.20375932 0.13906304 0.1325576 ],[271.43639818 223.00463776 100.20716669   3.11470601],23.674308954712384,0.004679575765060724,0.00150749470671138,0.0001234979107971571,0.0063204085874712605,0.14963130561981192,-0.9878552111798746,5.110901717267525,1695561.291,"[24.62744058 24.74509823 24.74736465 24.79599814 24.79779351 24.7986484
 24.80123446 24.80395674 24.80577912 24.80664673]",327196493.31098163,1.1413831162010988,3928876.1013893187,11146.317523506335
561,7000.0,0.3081820434034013,49.80367829534185,[ 3.45067134  5.60819652 13.07020906  2.93816746],[65.         53.19436277 31.74838343 42.33376772],[45.01646262 32.59000649  6.64051748  0.92345058],[32.59000649  6.64051748  0.92345058  0.12241039],1098.2960683259523,589.7424649977775,[0.72395752 0.20375932 0.13906304 0.1325576 ],[133.89720927 110.00624401  49.43132188   1.53645733],23.916384734323156,0.004921673248068479,0.004506237714514226,0.0003630253013057129,0.0098126778090108,0.23468377775425747,1.306229082431611,4.205914477864931,1311829.944,"[-19.6325428  -11.55392456 -11.39664289  -8.04272591  -7.91841398
  -7.85860273  -7.67761207  -7.48892811  -7.36256902  -7.30178233]",205736463.2210273,0.7176853368175371,1912675.2111622735,9883.115055700255
563,7000.0,0.3081820434034013,69.00630936311715,[ 4.78113469  7.77052935 18.10964412  4.07102647],[65.         54.46061988 43.83395779 31.70594627],[43.81669783 31.72142775  6.46353646  0.89883906],[31.72142775  6.46353646  0.89883906  0.11914795],1473.058895504596,795.3495902367229,[0.72395752 0.20375932 0.13906304 0.1325576 ],[180.57897617 148.35869264  66.6650003    2.07212602],26.521700636091623,0.0048231332165409296,0.0020148459667071786,0.00022375772751405198,0.007059519289187063,0.18723045722253362,-0.03598019931156082,5.98714174291702,1411453.673,"[ 3.53311158 11.21074628 11.35972781 14.20331511 14.30806505 14.36394556
 14.53304809 14.69198716 14.79838477 14.85513644]",292007534.65213305,1.0186309348330223,2642361.8872333104,9760.192504136023
564,7000.0,0.3081820434034013,75.33403930401634,[ 5.21955444  8.48307016 19.77025948  4.44433083],[54.52548138 65.         45.         33.17538477],[60.22821101 43.60266608  8.88444948  1.23549859],[43.60266608  8.88444948  1.23549859  0.16377472],2304.3766202321726,1193.4956319291646,[0.72395752 0.20375932 0.13906304 0.1325576 ],[270.97545773 222.62594184 100.03699962   3.10941677],23.248537630030995,0.004709689591384487,0.0016519799975915456,0.00014506208043476974,0.006498803296247129,0.15108767298297085,-1.3269933649346008,4.755122118616945,1709156.909,"[11.7054375  12.78323852 12.80399379 13.25794498 13.27471442 13.28255578
 13.30627553 13.33170172 13.3487233  13.35668123]",306609575.631114,1.0695682870852814,3813680.1969536687,11289.170393239147
562,7000.0,0.3081820434034013,41.375282746992575,[ 2.86670598  4.65910802 10.85830633  2.44093435],[46.47118545 38.38175058 45.         45.        ],[44.0380439  31.8816729   6.49618791  0.90337967],[31.8816729   6.49618791  0.90337967  0.11974984],914.8691183428234,479.2902682179193,[0.72395752 0.20375932 0.13906304 0.1325576 ],[108.81975295  89.40329945  40.17338572   1.24869598],21.002890063742534,0.0051715288736143864,0.007606283945342295,0.0006016547330730042,0.01337810744539451,0.2809789199365564,1.1451114464166763,3.571768792132504,1276451.795,"[-44.54766284 -35.0769518  -34.89233486 -30.36822445 -30.19934913
 -30.12798521 -29.91206886 -29.65571748 -29.48397617 -29.41141469]",165899075.31952858,0.5787177046030066,1508796.1935342313,10329.379325202222
565,7000.0,0.3081820434034013,45.27793727743725,[ 3.13710324  5.09857061 11.88249797  2.67117142],[65.         57.85610789 27.6824884  45.        ],[51.041669   36.95199993  7.52931428  1.04704937],[36.95199993  7.52931428  1.04704937  0.13879435],1164.9447014430166,607.9125602710458,[0.72395752 0.20375932 0.13906304 0.1325576 ],[138.02261179 113.39556063  50.9543118    1.58379592],21.38174329754887,0.004976366003448881,0.0055975080059212515,0.0003787070131537789,0.010953833326395313,0.23421205230912043,1.5468417977076143,3.372346186078935,1349529.632,"[-18.98410723 -13.32756219 -13.21758051 -10.57672002 -10.47835355
 -10.43603894 -10.30801947 -10.15873833 -10.05874379 -10.01573672]",172115316.35136393,0.6004022663419673,1814274.4333402622,10505.713552159752
