Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
BodyandWing,2372.084276,2370.331596,2001.838847,2001.621053
VStabalizer,23.277181,17.533713,2.297214,1.731485
VStabalizer,23.277181,17.533713,2.297214,1.731485
Totals,2418.638638,2405.399023,2006.433274,2005.084022

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
BodyandWing_S_Surf0,1186.042138,1185.165798
BodyandWing_S_Surf1,1186.042138,1185.165798
VStabalizer_S_Surf0,23.277181,17.533713
VStabalizer_S_Surf1,23.277181,17.533713
