Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
BodyandWing,1802.416355,1800.732691,1673.402296,1673.113209
VStabalizer,23.277181,16.586706,2.297214,1.638181
VStabalizer,23.277181,16.586706,2.297214,1.638181
Totals,1848.970717,1833.906103,1677.996723,1676.389572

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
BodyandWing_S_Surf0,901.208177,900.366346
BodyandWing_S_Surf1,901.208177,900.366346
VStabalizer_S_Surf0,23.277181,16.586706
VStabalizer_S_Surf1,23.277181,16.586706
