Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
BodyandWing,1756.625782,1755.156645,1827.716660,1827.213518
VStabalizer,23.277181,11.091769,2.297214,1.095256
VStabalizer,23.277181,11.091769,2.297214,1.095256
Totals,1803.180144,1777.340184,1832.311087,1829.404030

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
BodyandWing_S_Surf0,878.312891,877.578323
BodyandWing_S_Surf1,878.312891,877.578323
VStabalizer_S_Surf0,23.277181,11.091769
VStabalizer_S_Surf1,23.277181,11.091769
