Run_ID,Range_(Nmi),Fuel_Fraction,Wingspan,Spans,Sweeps,Root_Chords,Tip_Chords,Swet,Sref,Taper Ratios,Wing Section Areas,L_D_Cruise,CD0,CDi_Cruise,CDw_Cruise,CD_Total_Cruise,CL_Cruise,Alpha_Cruise,AR,Neutral Point,MTOW,Static_Margin,Section3_Stress_Pa,Stress_Ratio,Root_Moment_Sec3,Center of Gravity,Cost_Per_Hour
0,7000.0,0.3081820434034013,61.19556426095975,[ 4.23996353  6.89099204 16.05983425  3.61023165],[64.34054638 61.23502091 43.96997109 44.27824837],[43.77392009 31.69045848  7.45722621  2.31210006],[31.69045848  7.45722621  2.31210006  1.62094004],1432.3847219099591,760.825542774056,[0.72395752 0.23531456 0.31004827 0.70106829],[159.98310642 134.88319176  78.4468803    7.09959291],24.75933094264873,0.004966163242801754,0.0026430938582282615,0.00022708432036573558,0.007853090313260397,0.19443726198852315,0.5648162016150453,4.922149526635154,23.327312,1402157.018,"[ 3.05780863 11.14232562 11.29924871 14.52073061 14.6397889  14.69908574
 14.87851243 15.05916958 15.18012864 15.24036309]",235444333.5651713,0.8213174426692023,2458066.3179513523,"[22.58749209 20.63148785 20.59352117 19.81410142 19.78529592 19.77094938
 19.72753808 19.68382908 19.6545637  19.63999031]",10017.255456916095
